Institution,Discipline,Last,First,City,Gender,Region,Macro
"ROMA \La Sapienza\\\\\""""",SPS,CAVARRA,Roberto,Roma,M,Lazio,Centro
SIENA,MED,CAVARRA,Eleonora,Siena,F,Toscana,Centro
VERONA,L-FIL-LET,CAVARZERE,Alberto,Verona,M,Veneto,Nord
PISA,FIS,CAVASINNI,Vincenzo,Pisa,M,Toscana,Centro
PALERMO,IUS,CAVASINO,Elisa,Palermo,F,Sicilia,Sicilia
MILANO,MAT,CAVATERRA,Cecilia,Milano,F,Lombardia,Nord
Politecnico di TORINO,ING-IND,CAVATORTA,Maria Pia,Torino,F,Piemonte,Nord
SIENA,SPS,CAVATORTO,Sabrina,Siena,F,Toscana,Centro
BOLOGNA,L-LIN,CAVAZZA,Franco,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,M-STO,CAVAZZA,Marta,Bologna,F,Emilia-Romagna,Nord
BOLOGNA,M-STO,CAVAZZA,Stefano,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,GEO,CAVAZZA,William,Bologna,M,Emilia-Romagna,Nord
MODENA e REGGIO EMILIA,M-PSI,CAVAZZA,Nicoletta,Modena,F,Emilia-Romagna,Nord
PARMA,CHIM,CAVAZZA,Antonella,Parma,F,Emilia-Romagna,Nord
TRIESTE,M-STO,CAVAZZA,Silvano,Trieste,M,Friuli-Venezia-Giulia,Nord
"URBINO \Carlo BO\\\\\""""",L-LIN,CAVAZZA,Antonella,Urbino,F,Marche,Centro
"URBINO \Carlo BO\\\\\""""",SPS,CAVAZZANI,Guido,Urbino,M,Marche,Centro
FERRARA,CHIM,CAVAZZINI,Alberto,Ferrara,M,Emilia-Romagna,Nord
FERRARA,MED,CAVAZZINI,Francesco,Ferrara,M,Emilia-Romagna,Nord
MESSINA,L-ART,CAVAZZINI,Laura,Messina,F,Sicilia,Sicilia
BOLOGNA,M-FIL,CAVAZZONI,Ermanno,Bologna,M,Emilia-Romagna,Nord
PERUGIA,SECS-P,CAVAZZONI,Christian,Perugia,M,Umbria,Centro
PERUGIA,MED,CAVAZZONI,Emanuel,Perugia,M,Umbria,Centro
PERUGIA,SECS-P,CAVAZZONI,Gianfranco,Perugia,M,Umbria,Centro
BOLOGNA,IUS,CAVAZZUTI,Francesco,Bologna,M,Emilia-Romagna,Nord
MODENA e REGGIO EMILIA,MED,CAVAZZUTI,Milena,Modena,F,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",MED,CAVEBONDI,Giuseppe,Roma,M,Lazio,Centro
MILANO,L-LIN,CAVECCHI,Mariacristina,Milano,F,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",SECS-S,CAVEDON,Gianfranco,Roma,M,Lazio,Centro
"NAPOLI \Federico II\\\\\""""",AGR,CAVELLA,Silvana,Napoli,F,Campania,Sud
MILANO-BICOCCA,SECS-P,CAVENAGO,Dario,Milano,M,Lombardia,Nord
PAVIA,MED,CAVERZASI,Edgardo,Pavia,M,Lombardia,Nord
PARMA,MED,CAVESTRO,Giulia Martina,Parma,F,Emilia-Romagna,Nord
Ca Foscari VENEZIA,SECS-P,CAVEZZALI,Elisa,Venezia,F,Veneto,Nord
MACERATA,AGR,CAVICCHI,Alessio,Macerata,M,Marche,Centro
"ROMA \La Sapienza\\\\\""""",SPS,CAVICCHIASCALAMONTI,Antonio,Roma,M,Lazio,Centro
L AQUILA,CHIM,CAVICCHIO,Giancarlo,Aquila,M,Abruzzo,Sud
BOLOGNA,L-ART,CAVICCHIOLI,Sonia,Bologna,F,Emilia-Romagna,Nord
MILANO,AGR,CAVICCHIOLI,Daniele,Milano,M,Lombardia,Nord
MODENA e REGGIO EMILIA,MAT,CAVICCHIOLI,Alberto,Modena,M,Emilia-Romagna,Nord
PADOVA,VET,CAVICCHIOLI,Laura,Padova,F,Veneto,Nord
TORINO,M-STO,CAVICCHIOLI,Silvia,Torino,F,Piemonte,Nord
Cattolica del Sacro Cuore,MED,CAVICCHIONI,Camillo,Milano,M,Lombardia,Nord
FERRARA,CHIM,CAVICCHIONI,Giorgio,Ferrara,M,Emilia-Romagna,Nord
BERGAMO,SECS-S,CAVIEZEL,Valeria,Bergamo,F,Lombardia,Nord
Cattolica del Sacro Cuore,L-FIL-LET,CAVIGLIA,Franco,Milano,M,Lombardia,Nord
GENOVA,BIO,CAVIGLIA,Anna Maria,Genova,F,Liguria,Nord
GENOVA,ING-INF,CAVIGLIA,Daniele,Genova,M,Liguria,Nord
LUSPIO,SPS,CAVIGLIA,Daniele,Roma,M,Lazio,Centro
Seconda Univ. NAPOLI,M-PSI,CAVIGLIA,Giorgio,Napoli,M,Campania,Sud
GENOVA,CHIM,CAVIGLIOLI,Gabriele,Genova,M,Liguria,Nord
BOLOGNA,IUS,CAVINA,Marco,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,ING-IND,CAVINA,Nicolo,Bologna,M,Emilia-Romagna,Nord
MILANO,FIS,CAVINATO,Michela,Milano,F,Lombardia,Nord
PADOVA,CHIM,CAVINATO,Gianni,Padova,M,Veneto,Nord
BOLOGNA,M-FIL,CAVINI,Walter,Bologna,M,Emilia-Romagna,Nord
PIEMONTE ORIENTALE,IUS,CAVINO,Massimo,Vercelli,M,Piemonte,Nord
PARMA,VET,CAVIRANI,Sandro,Parma,M,Emilia-Romagna,Nord
BOLOGNA,MED,CAVO,Michele,Bologna,M,Emilia-Romagna,Nord
BARI,L-LIN,CAVONE,Vito,Bari,M,Puglia,Sud
Politecnico di BARI,ING-INF,CAVONE,Giuseppe,Bari,M,Puglia,Sud
BOLOGNA,SECS-S,CAVRINI,Giulia,Bologna,F,Emilia-Romagna,Nord
Politecnico di BARI,ICAR,CAVUOTI,Ernesto,Bari,M,Puglia,Sud
CHIETI-PESCARA,M-GGR,CAVUTA,Giacomo,Chieti,M,Abruzzo,Sud
UDINE,AGR,CAZORZI,Federico,Udine,M,Friuli-Venezia-Giulia,Nord
VERONA,MED,CAZZADORI,Angelo Antonio,Verona,M,Veneto,Nord
PAVIA,MED,CAZZALINI,Ornella,Pavia,F,Lombardia,Nord
della CALABRIA,FIS,CAZZANELLI,Enzo,Arcavacata,M,Calabria,Sud
CAGLIARI,ICAR,CAZZANI,Antonio Maria,Cagliari,M,Sardegna,Sardegna
Politecnico di MILANO,ICAR,CAZZANI,Alberta,Milano,F,Lombardia,Nord
INSUBRIA,MAT,CAZZANIGA,Franco,Varese,M,Lombardia,Nord
MILANO,MED,CAZZANIGA,Massimo,Milano,M,Lombardia,Nord
MILANO-BICOCCA,BIO,CAZZANIGA,Emanuela,Milano,F,Lombardia,Nord
PISA,M-FIL,CAZZANIGA,Gian Mario,Pisa,M,Toscana,Centro
BOLOGNA,IUS,CAZZARA,Gabriele,Bologna,M,Emilia-Romagna,Nord
MILANO-BICOCCA,SECS-S,CAZZARO,Manuela,Milano,F,Lombardia,Nord
BARI,AGR,CAZZATO,Eugenio,Bari,M,Puglia,Sud
BARI,L-LIN,CAZZATO,Luigi Carmine,Bari,M,Puglia,Sud
SALENTO,ICAR,CAZZATO,Vincenzo,Lecce,M,Puglia,Sud
Ca Foscari VENEZIA,SECS-P,CAZZAVILLAN,Guido,Venezia,M,Veneto,Nord
"ROMA \La Sapienza\\\\\""""",L-ANT,CAZZELLA,Alberto,Roma,M,Lazio,Centro
FERRARA,IUS,CAZZETTA,Giovanni,Ferrara,M,Emilia-Romagna,Nord
BOLOGNA,SECS-S,CAZZOLA,Alberto,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,SECS-P,CAZZOLA,Franco,Bologna,M,Emilia-Romagna,Nord
MILANO,BIO,CAZZOLA,Roberta,Milano,F,Lombardia,Nord
MILANO,INF,CAZZOLA,Walter,Milano,M,Lombardia,Nord
MILANO-BICOCCA,MAT,CAZZOLA,Marina,Milano,F,Lombardia,Nord
PAVIA,MED,CAZZOLA,Mario,Pavia,M,Lombardia,Nord
"ROMA \Tor Vergata\\\\\""""",MED,CAZZOLA,Mario,Roma,M,Lazio,Centro
VERONA,MED,CAZZOLETTI,Lucia,Verona,F,Veneto,Nord
BOLOGNA,CHIM,CAZZOLI,Gabriele,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,ING-IND,CAZZOLI,Giulio,Bologna,M,Emilia-Romagna,Nord
BARI,FIS,CEA,Paolo,Bari,M,Puglia,Sud
MOLISE,IUS,CECANESE,Gianfederico,Campobasso,M,Molise,Sud
SASSARI,SPS,CECARO,Rosario Giuseppe,Sassari,M,Sardegna,Sardegna
L AQUILA,ING-IND,CECATI,Carlo,Aquila,M,Abruzzo,Sud
PERUGIA,SECS-P,CECCACCI,Francesca,Perugia,F,Umbria,Centro
BOLOGNA,L-OR,CECCAGNO,Antonella,Bologna,F,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",MED,CECCANTI,Mauro,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",IUS,CECCANTI,Stefano,Roma,M,Lazio,Centro
BARI,SECS-P,CECCARELLI,Giulia,Bari,F,Puglia,Sud
BOLOGNA,MED,CECCARELLI,Claudio,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,ICAR,CECCARELLI,Francesco,Bologna,M,Emilia-Romagna,Nord
CAGLIARI,FIS,CECCARELLI,Matteo,Cagliari,M,Sardegna,Sardegna
CASSINO,ING-IND,CECCARELLI,Marco,Cassino,M,Lazio,Centro
L AQUILA,L-FIL-LET,CECCARELLI,Lucio,Aquila,M,Abruzzo,Sud
PARMA,MED,CECCARELLI,Francesco,Parma,M,Emilia-Romagna,Nord
PARMA,SECS-P,CECCARELLI,Giovanni Marcello,Parma,M,Emilia-Romagna,Nord
PERUGIA,BIO,CECCARELLI,Marilena,Perugia,F,Umbria,Centro
PERUGIA,VET,CECCARELLI,Piero,Perugia,M,Umbria,Centro
PISA,BIO,CECCARELLI,Nello,Pisa,M,Toscana,Centro
SANNIO di BENEVENTO,ING-INF,CECCARELLI,Michele,Benevento,M,Campania,Sud
SASSARI,ICAR,CECCARELLI,Nicolo,Sassari,M,Sardegna,Sardegna
TORINO,BIO,CECCARELLI,Adriano,Torino,M,Piemonte,Nord
"URBINO \Carlo BO\\\\\""""",M-PSI,CECCARELLI,Glauco,Urbino,M,Marche,Centro
PISA,M-STO,CECCARELLILEMUT,Maria Luisa,Pisa,F,Toscana,Centro
Univ. Telematica GUGLIELMO MARCONI,L-FIL-LET,CECCARELLIMOROLLI,Danilo,Roma,M,Lazio,Centro
PISA,CHIM,CECCARINI,Alessio,Pisa,M,Toscana,Centro
"URBINO \Carlo BO\\\\\""""",SPS,CECCARINI,Luigino,Urbino,M,Marche,Centro
"ROMA \Tor Vergata\\\\\""""",CHIM,CECCARONI,Gianfranco,Roma,M,Lazio,Centro
Cattolica del Sacro Cuore,SECS-S,CECCAROSSI,Guido Luigi,Milano,M,Lombardia,Nord
FIRENZE,SPS,CECCATELLI,Giovanna,Firenze,F,Toscana,Centro
TRENTO,CHIM,CECCATO,Riccardo,Trento,M,Trentino-Alto-Adige,Nord
PISA,IUS,CECCHELLA,Claudio,Pisa,M,Toscana,Centro
BOLOGNA,L-LIN,CECCHERELLI,Andrea,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,BIO,CECCHERELLI,Victor Ugo,Bologna,M,Emilia-Romagna,Nord
"ROMA \Tor Vergata\\\\\""""",M-PED,CECCHERELLI,Alessio,Roma,M,Lazio,Centro
SASSARI,BIO,CECCHERELLI,Giulia,Sassari,F,Sardegna,Sardegna
GENOVA,IUS,CECCHERINI,Eleonora,Genova,F,Liguria,Nord
PISA,IUS,CECCHERINI,Grazia,Pisa,F,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",MAT,CECCHERINI,Pier Vittorio,Roma,M,Lazio,Centro
SIENA,MED,CECCHERINI,Raffaele,Siena,M,Toscana,Centro
FIRENZE,ICAR,CECCHERININELLI,Lucia,Firenze,F,Toscana,Centro
PISA,MED,CECCHERININELLI,Luca,Pisa,M,Toscana,Centro
"ROMA \Tor Vergata\\\\\""""",MED,CECCHERINISILBERSTEIN,Francesca,Roma,F,Lazio,Centro
SANNIO di BENEVENTO,MAT,CECCHERINISILBERSTEIN,Tullio,Benevento,M,Campania,Sud
PERUGIA,CHIM,CECCHETTI,Violetta,Perugia,F,Umbria,Centro
PISA,IUS,CECCHETTI,Raffaello,Pisa,M,Toscana,Centro
"ROMA \Tor Vergata\\\\\""""",MED,CECCHETTI,Francesco,Roma,M,Lazio,Centro
SASSARI,IUS,CECCHETTI,Marcello,Sassari,M,Sardegna,Sardegna
PISA,BIO,CECCHETTINI,Antonella,Pisa,F,Toscana,Centro
MILANO-BICOCCA,M-FIL,CECCHETTO,Carlo,Milano,M,Lombardia,Nord
PADOVA,MED,CECCHETTO,Giovanni,Padova,M,Veneto,Nord
Universit’¾ IUAV di VENEZIA,ICAR,CECCHETTO,Alberto,Venezia,M,Veneto,Nord
BOLOGNA,L-ART,CECCHI,Paolo,Bologna,M,Emilia-Romagna,Nord
FIRENZE,BIO,CECCHI,Cristina,Firenze,F,Toscana,Centro
FIRENZE,MED,CECCHI,Franco,Firenze,M,Toscana,Centro
FIRENZE,BIO,CECCHI,Giovanni,Firenze,M,Toscana,Centro
FIRENZE,SECS-P,CECCHI,Massimo,Firenze,M,Toscana,Centro
PERUGIA,FIS,CECCHI,Claudia,Perugia,F,Umbria,Centro
PISA,AGR,CECCHI,Francesca,Pisa,F,Toscana,Centro
Politecnico di MILANO,ICAR,CECCHI,Raffaello,Milano,M,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",AGR,CECCHI,Claudio,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",MED,CECCHI,Rossana,Roma,F,Lazio,Centro
TUSCIA,CHIM,CECCHI,Patrizio,Viterbo,M,Lazio,Centro
Universit’¾ IUAV di VENEZIA,ICAR,CECCHI,Antonella,Venezia,F,Veneto,Nord
VERONA,ING-IND,CECCHI,Franco,Verona,M,Veneto,Nord
VERONA,SPS,CECCHI,Sergio,Verona,M,Veneto,Nord
PADOVA,MED,CECCHIN,Diego,Padova,M,Veneto,Nord
TORINO,L-FIL-LET,CECCHIN,Sergio,Torino,M,Piemonte,Nord
PADOVA,AGR,CECCHINATO,Alessio,Padova,M,Veneto,Nord
PADOVA,M-PED,CECCHINATO,Graziano,Padova,M,Veneto,Nord
PADOVA,VET,CECCHINATO,Mattia,Padova,M,Veneto,Nord
BASILICATA,AGR,CECCHINI,Stefano,Potenza,M,Basilicata,Sud
BOLOGNA,L-OR,CECCHINI,Serena Maria,Bologna,F,Emilia-Romagna,Nord
PALERMO,ICAR,CECCHINI,Gustavo,Palermo,M,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",ICAR,CECCHINI,Cecilia,Roma,F,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",ICAR,CECCHINI,Domenico,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",M-PSI,CECCHINI,Marco,Roma,M,Lazio,Centro
SASSARI,ICAR,CECCHINI,Arnaldo,Sassari,M,Sardegna,Sardegna
TRIESTE,IUS,CECCHINI,Gian Luigi,Trieste,M,Friuli-Venezia-Giulia,Nord
TUSCIA,AGR,CECCHINI,Massimo,Viterbo,M,Lazio,Centro
UDINE,MAT,CECCHINI,Carlo Luciano,Udine,M,Friuli-Venezia-Giulia,Nord
"URBINO \Carlo BO\\\\\""""",BIO,CECCHINI,Tiziana,Urbino,F,Marche,Centro
MESSINA,MED,CECCIO,Concetta,Messina,F,Sicilia,Sicilia
UDINE,SECS-P,CECCON,Luciano,Udine,M,Friuli-Venezia-Giulia,Nord
UDINE,AGR,CECCON,Paolo,Udine,M,Friuli-Venezia-Giulia,Nord
FIRENZE,L-ANT,CECCONI,Giovanni Alberto,Firenze,M,Toscana,Centro
L AQUILA,BIO,CECCONI,Sandra,Aquila,F,Abruzzo,Sud
MODENA e REGGIO EMILIA,M-PED,CECCONI,Luciano,Modena,M,Emilia-Romagna,Nord
PALERMO,ING-IND,CECCONI,Vittorio,Palermo,M,Sicilia,Sicilia
PERUGIA,ICAR,CECCONI,Manuela,Perugia,F,Umbria,Centro
"ROMA \Tor Vergata\\\\\""""",BIO,CECCONI,Francesco,Roma,M,Lazio,Centro
VERONA,CHIM,CECCONI,Daniela,Verona,F,Veneto,Nord
"ROMA \La Sapienza\\\\\""""",SECS-P,CECCOTTI,Federica,Roma,F,Lazio,Centro
Universit’¾ IUAV di VENEZIA,ICAR,CECCOTTI,Ario,Venezia,M,Veneto,Nord
FIRENZE,L-LIN,CECCUCCI,Piero,Firenze,M,Toscana,Centro
FIRENZE,M-STO,CECCUTI,Cosimo,Firenze,M,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",IUS,CECERE,Alfonso Maria,Napoli,M,Campania,Sud
"NAPOLI \Federico II\\\\\""""",ING-INF,CECERE,Anna,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",MED,CECERE,Ciriaco,Napoli,M,Campania,Sud
"ROMA \La Sapienza\\\\\""""",ICAR,CECERE,Carlo,Roma,M,Lazio,Centro
L Orientale di NAPOLI,L-FIL-LET,CECEREFONTANAROSA,Amalia,Napoli,F,Campania,Sud
BARI,MED,CECI,Adriana,Bari,F,Puglia,Sud
BARI,BIO,CECI,Edmondo,Bari,M,Puglia,Sud
BARI,VET,CECI,Luigi,Bari,M,Puglia,Sud
BARI,INF,CECI,Michelangelo,Bari,M,Puglia,Sud
BARI,MED,CECI,Oronzo Ruggiero,Bari,M,Puglia,Sud
CHIETI-PESCARA,MAT,CECI,Claudia,Chieti,F,Abruzzo,Sud
CHIETI-PESCARA,SECS-P,CECI,Federica,Chieti,F,Abruzzo,Sud
"ROMA \Foro Italico\\\\\""""",BIO,CECI,Roberta,Roma,F,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",BIO,CECI,Fabrizio,Roma,M,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",M-STO,CECI,Lucia,Roma,F,Lazio,Centro
BOLOGNA,M-EDF,CECILIANI,Andrea,Bologna,M,Emilia-Romagna,Nord
MILANO,VET,CECILIANI,Fabrizio,Milano,M,Lombardia,Nord
Politecnico di MILANO,ICAR,CECONELLO,Mauro Attilio,Milano,M,Lombardia,Nord
FERRARA,MED,CECONI,Claudio,Ferrara,M,Emilia-Romagna,Nord
SISSA - TRIESTE,FIS,CECOTTI,Sergio,Trieste,M,Friuli-Venezia-Giulia,Nord
PARMA,MED,CEDA,Gian Paolo,Parma,M,Emilia-Romagna,Nord
CASSINO,L-FIL-LET,CEDOLA,Andrea,Cassino,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",ING-IND,CEDOLA,Luca,Roma,M,Lazio,Centro
Politecnico di MILANO,ICAR,CEDOLIN,Luigi,Milano,M,Lombardia,Nord
Seconda Univ. NAPOLI,MED,CEDRANGOLO,Laura,Napoli,F,Campania,Sud
PALERMO,M-DEA,CEDRINI,Rita,Palermo,F,Sicilia,Sicilia
MESSINA,MED,CEDRO,Clemente,Messina,M,Sicilia,Sicilia
MACERATA,SECS-P,CEDROLA,Elena,Macerata,F,Marche,Centro
"ROMA \La Sapienza\\\\\""""",SPS,CEDRONI,Lorella,Roma,F,Lazio,Centro
TRIESTE,ICAR,CEFALO,Raffaela,Trieste,F,Friuli-Venezia-Giulia,Nord
PALERMO,MED,CEFALU,Angelo Baldassare,Palermo,M,Sicilia,Sicilia
BERGAMO,SECS-P,CEFIS,Elena,Bergamo,F,Lombardia,Nord
MOLISE,CHIM,CEGLIE,Andrea,Campobasso,M,Molise,Sud
PISA,FIS,CEI,Fabrizio,Pisa,M,Toscana,Centro
TRIESTE,ICAR,CEINER,Giovanni,Trieste,M,Friuli-Venezia-Giulia,Nord
PARMA,MAT,CELADA,Pietro,Parma,M,Emilia-Romagna,Nord
GENOVA,M-FIL,CELADABALLANTI,Roberto,Genova,M,Liguria,Nord
della CALABRIA,ICAR,CELANI,Gabrio,Arcavacata,M,Calabria,Sud
"ROMA \La Sapienza\\\\\""""",L-LIN,CELANI,Simone,Roma,M,Lazio,Centro
BARI,VET,CELANO,Gaetano Vitale,Bari,M,Puglia,Sud
BASILICATA,AGR,CELANO,Giuseppe,Potenza,M,Basilicata,Sud
CATANIA,ING-IND,CELANO,Giovanni,Catania,M,Sicilia,Sicilia
PALERMO,IUS,CELANO,Bruno,Palermo,M,Sicilia,Sicilia
PADOVA,SECS-S,CELANT,Giorgio,Padova,M,Veneto,Nord
"ROMA \La Sapienza\\\\\""""",BIO,CELANT,Alessandra,Roma,F,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",M-GGR,CELANT,Attilio,Roma,M,Lazio,Centro
Politecnico di MILANO,ICAR,CELASCHI,Flaviano,Milano,M,Lombardia,Nord
GENOVA,FIS,CELASCO,Marcello,Genova,M,Liguria,Nord
"ROMA \La Sapienza\\\\\""""",M-GGR,CELATA,Filippo,Roma,M,Lazio,Centro
PALERMO,ICAR,CELAURO,Bernardo,Palermo,M,Sicilia,Sicilia
PALERMO,ICAR,CELAURO,Clara,Palermo,F,Sicilia,Sicilia
della CALABRIA,CHIM,CELEBRE,Giorgio,Arcavacata,M,Calabria,Sud
FIRENZE,FIS,CELEGHINI,Enrico,Firenze,M,Toscana,Centro
TRIESTE,BIO,CELEGHINI,Claudio,Trieste,M,Friuli-Venezia-Giulia,Nord
"NAPOLI \Federico II\\\\\""""",MAT,CELENTANI,Maria Rosaria,Napoli,F,Campania,Sud
Ca Foscari VENEZIA,ING-INF,CELENTANO,Augusto,Venezia,M,Veneto,Nord
CASSINO,M-FIL,CELENTANO,Marco,Cassino,M,Lazio,Centro
CHIETI-PESCARA,L-FIL-LET,CELENTANO,Maria Silvana,Chieti,F,Abruzzo,Sud
"NAPOLI \Federico II\\\\\""""",MED,CELENTANO,Aldo,Napoli,M,Campania,Sud
"NAPOLI \Federico II\\\\\""""",ING-INF,CELENTANO,Giovanni,Napoli,M,Campania,Sud
"NAPOLI \Federico II\\\\\""""",ING-INF,CELENTANO,Laura,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",MED,CELENTANO,Luigi,Napoli,M,Campania,Sud
CASSINO,SECS-P,CELENZA,Domenico,Cassino,M,Lazio,Centro
L AQUILA,BIO,CELENZA,Giuseppe,Aquila,M,Abruzzo,Sud
"URBINO \Carlo BO\\\\\""""",SPS,CELESCHI,Aldo,Urbino,M,Marche,Centro
"ROMA \La Sapienza\\\\\""""",BIO,CELESTI,Laura,Roma,F,Lazio,Centro
SIENA,M-PSI,CELESTI,Adriana,Siena,F,Toscana,Centro
Mediterranea di REGGIO CALABRIA,ICAR,CELESTINI,Gianni,ReggioCalabria,M,Calabria,Sud
BARI,AGR,CELI,Raffaele,Bari,M,Puglia,Sud
FOGGIA,SECS-P,CELI,Giuseppe,Foggia,M,Puglia,Sud
PISA,MED,CELI,Alessandro,Pisa,M,Toscana,Centro
Politecnico di MILANO,ICAR,CELI,Manuela,Milano,F,Lombardia,Nord
TORINO,AGR,CELI,Luisella Roberta,Torino,F,Piemonte,Nord
Politecnico di BARI,CHIM,CELIBERTO,Roberto,Bari,M,Puglia,Sud
MOLISE,GEO,CELICO,Fulvio,Campobasso,M,Molise,Sud
"NAPOLI \Federico II\\\\\""""",GEO,CELICO,Pietro Bruno,Napoli,M,Campania,Sud
della CALABRIA,GEO,CELLA,Federico,Arcavacata,M,Calabria,Sud
GENOVA,SPS,CELLA,Paola,Genova,F,Liguria,Nord
MILANO,SPS,CELLA,Gianprimo,Milano,M,Lombardia,Nord
MILANO,BIO,CELLA,Silvano Gabriele,Milano,M,Lombardia,Nord
MILANO-BICOCCA,SECS-P,CELLA,Michela,Milano,F,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",SECS-P,CELLA,Guido,Napoli,M,Campania,Sud
PADOVA,MED,CELLA,Giuseppe,Padova,M,Veneto,Nord
PAVIA,BIO,CELLA,Rino,Pavia,M,Lombardia,Nord
PISA,L-FIL-LET,CELLA,Roberta,Pisa,F,Toscana,Centro
FIRENZE,ING-IND,CELLAI,Gianfranco,Firenze,M,Toscana,Centro
BARI,IUS,CELLAMARE,Giovanni,Bari,M,Puglia,Sud
BARI,CHIM,CELLAMARE,Saverio,Bari,M,Puglia,Sud
"ROMA \La Sapienza\\\\\""""",ICAR,CELLAMARE,Carlo,Roma,M,Lazio,Centro
GENOVA,IUS,CELLE,Pierangelo,Genova,M,Liguria,Nord
Cattolica del Sacro Cuore,MED,CELLENO,Leonardo,Milano,M,Lombardia,Nord
MOLISE,SECS-P,CELLERINO,Rita Mariagrazia,Campobasso,F,Molise,Sud
Politecnica delle MARCHE,MED,CELLERINO,Riccardo,Ancona,M,Marche,Centro
Scuola Normale Superiore di PISA,BIO,CELLERINO,Alessandro,Pisa,M,Toscana,Centro
CHIETI-PESCARA,MED,CELLETTI,Renato,Chieti,M,Abruzzo,Sud
"ROMA \Tor Vergata\\\\\""""",MAT,CELLETTI,Alessandra,Roma,F,Lazio,Centro
BOLOGNA,CHIM,CELLI,Annamaria,Bologna,F,Emilia-Romagna,Nord
BOLOGNA,L-OR,CELLI,Nicoletta,Bologna,F,Emilia-Romagna,Nord
CAGLIARI,ING-IND,CELLI,Gianni,Cagliari,M,Sardegna,Sardegna
MODENA e REGGIO EMILIA,MED,CELLI,Luigi,Modena,M,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",MED,CELLI,Paolo,Roma,M,Lazio,Centro
ROMA TRE,SECS-P,CELLI,Massimiliano,Roma,M,Lazio,Centro
SIENA,CHIM,CELLI,Angela Maria,Siena,F,Toscana,Centro
MILANO-BICOCCA,MAT,CELLINA,Arrigo,Milano,M,Lombardia,Nord
BOLOGNA,MED,CELLINI,Mauro,Bologna,M,Emilia-Romagna,Nord
CATANIA,SECS-P,CELLINI,Roberto,Catania,M,Sicilia,Sicilia
Cattolica del Sacro Cuore,MED,CELLINI,Carlo,Milano,M,Lombardia,Nord
Cattolica del Sacro Cuore,MED,CELLINI,Numa,Milano,M,Lombardia,Nord
CHIETI-PESCARA,MED,CELLINI,Luigina,Chieti,F,Abruzzo,Sud
CHIETI-PESCARA,MAT,CELLINI,Paola,Chieti,F,Abruzzo,Sud
FIRENZE,SPS,CELLINI,Erika,Firenze,F,Toscana,Centro
ROMA TRE,ICAR,CELLINI,Francesco,Roma,M,Lazio,Centro
VERONA,BIO,CELLINI,Barbara,Verona,F,Veneto,Nord
BARI,CHIM,CELLUCCI,Carla,Bari,F,Puglia,Sud
"ROMA \La Sapienza\\\\\""""",M-FIL,CELLUCCI,Carlo,Roma,M,Lazio,Centro
PALERMO,ING-IND,CELLURA,Maurizio,Palermo,M,Sicilia,Sicilia
PALERMO,IUS,CELONE,Cristiano,Palermo,M,Sicilia,Sicilia
MILANO,MED,CELOTTI,Fabio Maria,Milano,M,Lombardia,Nord
PADOVA,BIO,CELOTTI,Lucia,Padova,F,Veneto,Nord
SISSA - TRIESTE,FIS,CELOTTI,Anna Lisa,Trieste,F,Friuli-Venezia-Giulia,Nord
TRIESTE,L-LIN,CELOTTI,Nadine,Trieste,F,Friuli-Venezia-Giulia,Nord
UDINE,AGR,CELOTTI,Emilio,Udine,M,Friuli-Venezia-Giulia,Nord
ROMA TRE,IUS,CELOTTO,Alfonso,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",ING-IND,CELOZZI,Salvatore,Roma,M,Lazio,Centro
"NAPOLI \Federico II\\\\\""""",AGR,CEMBALO,Luigi,Napoli,M,Campania,Sud
BRESCIA,M-PSI,CENA,Loredana,Brescia,F,Lombardia,Nord
PAVIA,MED,CENA,Hellas,Pavia,M,Lombardia,Nord
TORINO,CHIM,CENA,Clara,Torino,F,Piemonte,Nord
